Gene_acc,Gene_id,WT1,WT2,WT3,Plus1,Plus2,Plus3,Desc
227,Tb927.10.5860,77263.0,87043.0,81225.0,93419.0,91967.0,96893.0,"hypothetical protein, conserved"
228,Tb927.3.960,9432.4,7372.4,16083.0,9107.8,11074.0,10902.0,"protein transport protein Sec61 gamma subunit, putative"
229,Tb927.5.920,58072.0,65614.0,61358.0,80040.0,83103.0,80744.0,"rhodanese-like domain containing protein, putative"
230,Tb927.11.14980,11859.0,10529.0,10446.0,12068.0,11643.0,14419.0,mitochondrial ribosomal protein L38
231,Tb927.11.10040,27084.0,31305.0,29192.0,36895.0,38349.0,36616.0,"hypothetical protein, conserved"
232,Tb927.5.4390,143770.0,163320.0,147530.0,223550.0,208160.0,214150.0,"hypothetical protein, conserved"
233,Tb927.6.2010,225550.0,252540.0,232930.0,269450.0,273230.0,259910.0,"acyl-CoA synthetase, putative"
234,Tb927.11.16150,123630.0,147630.0,131950.0,145940.0,142010.0,136030.0,"tubulin binding cofactor A, putative"
235,Tb927.11.13560,21161.0,25861.0,23304.0,22601.0,24502.0,26338.0,"SET domain containing protein, putative"
236,Tb927.10.4080,90951.0,111700.0,100060.0,144750.0,142830.0,145340.0,"hypothetical protein, conserved"
237,Tb927.2.4400,134860.0,152740.0,143530.0,157350.0,163970.0,161690.0,"SSU ribosomal protein, mitochondrial, putative"
238,Tb927.10.1040,74021.0,82917.0,66558.0,78301.0,67104.0,63988.0,"serine peptidase, Clan SC, Family S10"
239,Tb927.6.2600,90166.0,113400.0,95783.0,112630.0,109540.0,101400.0,"Protein of unknown function (DUF1077), putative"
240,Tb927.4.2760,661070.0,762510.0,695750.0,892730.0,889710.0,896700.0,"Protein of unknown function (DUF3808), putative"
241,Tb927.5.1510,14371.0,17287.0,13851.0,16783.0,15403.0,14285.0,"Mitochondrial SSU ribosomal protein, putative"
242,Tb927.11.670,245580.0,275000.0,257000.0,248460.0,242140.0,243720.0,epsinR
243,Tb927.10.15830,103830.0,126490.0,118450.0,147240.0,155670.0,155500.0,SUMO-interacting motif-containing protein
244,Tb927.10.10960,9024600.0,10358000.0,9227800.0,9472300.0,9202600.0,9293200.0,"heat shock protein, putative"
245,Tb927.10.6440,385010.0,439470.0,401410.0,352070.0,350300.0,348060.0,phosphomannomutase
246,Tb927.2.2210,134450.0,150440.0,148170.0,169280.0,179780.0,178340.0,"hypothetical protein, conserved"
247,Tb927.8.4190,135990.0,145930.0,141200.0,167070.0,154990.0,158500.0,"hypothetical protein, conserved"
248,Tb927.4.2540,131340.0,156670.0,135610.0,134090.0,129560.0,130000.0,"Neural precursor cell-expressed, developmently downregulated 8"
249,Tb927.2.3420,20202.0,22816.0,21028.0,21620.0,22870.0,21979.0,"hypothetical protein, conserved"
250,Tb927.10.3580,77392.0,82080.0,84008.0,91890.0,96127.0,97670.0,"Mitochondrial SSU ribosomal protein, putative"
251,Tb927.3.5270,5930.2,6259.7,5572.7,12037.0,13207.0,14111.0,"DNA-directed RNA polymerases II subunit, putative"
252,Tb927.2.4380,95187.0,107890.0,101570.0,106840.0,103480.0,110540.0,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative"
253,Tb927.1.3820,18240.0,18562.0,20269.0,23613.0,25135.0,21706.0,"ATP synthase subunit, putative"
254,Tb927.7.6800,73968.0,85292.0,92240.0,89730.0,99011.0,99352.0,"LSU ribosomal protein, mitochondrial, putative"
255,Tb927.7.1630,117730.0,124880.0,124490.0,133430.0,132380.0,132750.0,"hypothetical protein, conserved"
256,Tb927.10.12050,69311.0,80735.0,73535.0,86057.0,84715.0,89278.0,"LSU ribosomal protein, mitochondrial, putative"
257,Tb927.10.15650,27220.0,31899.0,31187.0,30759.0,27706.0,28830.0,Mitoribosomal SSU assembly factor 11
258,Tb927.8.2720,209520.0,231690.0,207650.0,205820.0,197780.0,199710.0,"Putative serine esterase (DUF676), putative"
259,Tb927.8.870,81147.0,92782.0,82570.0,94684.0,92348.0,91460.0,"CAMK/CAMKL family protein kinase, putative"
260,Tb927.8.4280,226250.0,244070.0,234040.0,244080.0,247870.0,234420.0,"nuclear transport factor 2, putative"
261,Tb927.5.4040,140360.0,161970.0,151490.0,168950.0,166500.0,167950.0,"Mitochondrial SSU ribosomal protein, putative"
262,Tb927.3.4130,2527.6,3411.4,2660.8,2963.7,2593.9,2556.5,"hypothetical protein, conserved"
263,Tb927.8.3080,24882.0,27321.0,27817.0,32096.0,30908.0,32546.0,"hypothetical protein, conserved"
264,Tb927.11.3680,67777.0,79003.0,76585.0,85348.0,88746.0,89776.0,"calmodulin, putative"
265,Tb927.11.1370,359630.0,400540.0,369530.0,340760.0,348230.0,334760.0,Dithiol glutaredoxin 1
266,Tb927.5.3840,11100.0,13081.0,12595.0,12637.0,12447.0,12857.0,"hypothetical protein, conserved"
267,Tb927.11.9450,133040.0,161340.0,142370.0,177910.0,172990.0,165370.0,"cyclophilin type peptidyl-prolyl cis-trans isomerase, putative"
268,Tb927.11.170,96844.0,113800.0,104420.0,99402.0,97482.0,93061.0,Mitoribosomal SSU assembly factor 15
269,Tb927.7.5740,32171.0,38007.0,34008.0,34619.0,31501.0,33099.0,Mitoribosomal LSU assembly factor 22
270,Tb927.9.8450,644480.0,697740.0,641810.0,614820.0,613320.0,593010.0,UMP/CMP kinase
271,Tb927.10.7610,431700.0,519370.0,447770.0,539590.0,550630.0,544690.0,"NADH-ubiquinone oxidoreductase complex I subunit, putative"
272,Tb927.9.3170,37749.0,40169.0,41868.0,76642.0,73634.0,73467.0,cytochrome oxidase subunit V
273,Tb927.9.8370,59764.0,67487.0,65372.0,82481.0,79192.0,78091.0,"hypothetical protein, conserved"
274,Tb927.7.2360,116400.0,139230.0,120760.0,133670.0,133960.0,133730.0,"N-acetyltransferase, putative"
275,Tb927.6.3860,63701.0,74836.0,67947.0,65924.0,64138.0,64134.0,"leucyl/phenylalanyl-tRNA protein transferase, putative"
276,Tb927.5.2070,64099.0,68981.0,62574.0,94352.0,97579.0,94007.0,Mitoribosomal LSU assembly factor 8
277,Tb927.9.9420,71419.0,76077.0,74390.0,77822.0,81999.0,82175.0,"hypothetical protein, conserved"
278,Tb927.5.1390,170460.0,177400.0,169670.0,263830.0,258580.0,255570.0,64 kDa invariant surface glycoprotein
279,Tb927.10.5050,46465.0,49377.0,47245.0,83036.0,81336.0,83919.0,mitochondrial ATP synthase epsilon chain
280,Tb927.9.11880,143240.0,160820.0,147240.0,188330.0,187460.0,175660.0,"Mitochondrial SSU ribosomal protein, putative"
281,Tb927.11.1010,200900.0,226630.0,203840.0,314270.0,297570.0,301060.0,"chaperone protein DnaJ, putative"
282,Tb927.7.4500,1088800.0,1234200.0,1100400.0,1369900.0,1355100.0,1320500.0,"PX domain containing protein, putative"
283,Tb927.4.3320,217070.0,248230.0,228820.0,199920.0,196980.0,196760.0,"uracil phosphoribosyltransferase, putative"
284,Tb927.2.1330,162870.0,185710.0,163910.0,170690.0,170070.0,171610.0,"retrotransposon hot spot protein 6 (RHS6), degenerate"
285,Tb927.10.9260,115650.0,128870.0,121510.0,119710.0,121490.0,120030.0,"hypothetical protein, conserved"
286,Tb927.6.560,99750.0,110460.0,108090.0,116380.0,116910.0,116590.0,cysteine peptidase C (CPC)
287,Tb927.11.11725,353690.0,386870.0,351430.0,362560.0,362090.0,364490.0,ribosomal protein S14p/S29e
288,Tb927.3.4550,120260.0,119880.0,124340.0,134300.0,142190.0,132690.0,kinetoplast ribosomal PPR-repeat containing protein 6
289,Tb927.5.2420,125470.0,138140.0,132210.0,160890.0,160360.0,158450.0,"NOL1/NOP2/sun family, putative"
290,Tb927.1.2750,348480.0,393320.0,370200.0,407240.0,409190.0,393810.0,"hypothetical protein, conserved"
291,Tb927.11.530,149570.0,181050.0,160150.0,142960.0,143010.0,147190.0,"RNA-binding protein, putative"
292,Tb927.7.1370,97646.0,114150.0,103880.0,112540.0,117870.0,120020.0,"spliced leader RNA PSE-promoter transcription factor, putative"
293,Tb927.1.3200,438810.0,534560.0,457790.0,612960.0,569520.0,601810.0,"Suppressor of G2 allele of SKP1, putative"
294,Tb927.6.1410,133670.0,151290.0,138670.0,141000.0,133040.0,142170.0,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative"
295,Tb927.11.4490,175720.0,216600.0,190720.0,216190.0,216650.0,219940.0,"long-chain-fatty-acid-CoA ligase, putative"
296,Tb927.7.1890,113780.0,124490.0,121130.0,138380.0,139010.0,135120.0,"hypothetical protein, conserved"
297,Tb927.6.3600,57523.0,62221.0,58412.0,69272.0,62859.0,65276.0,Mitoribosomal LSU assembly factor 24
298,Tb927.11.6600,56315.0,69324.0,64937.0,64212.0,65052.0,62596.0,"conserved protein, unknown function"
299,Tb927.10.10160,62780.0,66406.0,66789.0,90941.0,94728.0,92748.0,Kinetoplast polyadenylation factor 4
300,Tb927.11.11385,17159.0,21005.0,17383.0,22663.0,21935.0,20477.0,"Ubiquitin-like autophagy protein Apg12, putative"
301,Tb927.5.410,108810.0,127150.0,120630.0,117260.0,116200.0,115370.0,"invariant surface glycoprotein, putative"
302,Tb927.5.4290,86119.0,96482.0,89978.0,100270.0,98628.0,101080.0,"hypothetical protein, conserved"
303,Tb927.4.2790,121790.0,135440.0,132930.0,141750.0,146290.0,139190.0,kinetoplast ribosomal PPR-repeat containing protein 12
304,Tb927.9.12750,153870.0,178120.0,176410.0,189640.0,197900.0,189110.0,"hypothetical protein, conserved"
305,Tb927.11.11435,117550.0,132850.0,121950.0,123420.0,127220.0,119210.0,"dynein light chain type 1, putative"
306,Tb927.8.3600,23968.0,26094.0,24823.0,23844.0,22150.0,22463.0,"hypothetical protein, conserved"
307,Tb927.11.6980,391680.0,449050.0,401380.0,453530.0,436470.0,441600.0,"Phosphoenolpyruvate carboxykinase, related"
308,Tb927.8.8180,305030.0,355220.0,327140.0,414120.0,418350.0,410470.0,RNA editing mediator complex protein 4
309,Tb927.10.4980,73027.0,81892.0,75478.0,80480.0,79267.0,75905.0,"ubiquitin-like protein DSK2, putative"
310,Tb927.7.3140,13199.0,15578.0,14384.0,38003.0,38500.0,38161.0,"hypothetical protein, conserved"
311,Tb927.8.4250,75485.0,86220.0,78757.0,90372.0,87636.0,87575.0,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative"
312,Tb927.11.10850,56510.0,57801.0,55812.0,65440.0,69104.0,63364.0,"hypothetical protein, conserved"
313,Tb927.10.11820,10841.0,11617.0,11319.0,12026.0,12756.0,13593.0,kinetoplast ribosomal PPR-repeat containing protein 17
314,Tb927.5.340,3733.3,5847.1,5614.6,4323.4,3053.6,3243.4,"expression site-associated gene 5 (ESAG5) protein, putative"
315,Tb927.7.4200,56151.0,63553.0,59397.0,66409.0,70242.0,69767.0,"hypothetical protein, conserved"
316,Tb927.2.1860,296330.0,342980.0,315100.0,332820.0,323530.0,326820.0,RNA editing mediator complex protein 2
317,Tb927.3.3100,431040.0,477670.0,441700.0,443020.0,440690.0,426330.0,"peptidyl-prolyl cis-trans isomerase NIMA-interacting 4, putative"
318,Tb927.9.9840,212440.0,257350.0,227290.0,513170.0,490920.0,477970.0,"lipoic acid containing carrier protein, putative"
319,Tb927.1.1500,359500.0,400420.0,372780.0,349020.0,342980.0,344990.0,"conserved protein, unknown function"
320,Tb927.9.4960,149670.0,178360.0,156630.0,172540.0,165270.0,169670.0,"hypothetical protein, conserved"
321,Tb927.9.2390,66287.0,71722.0,70198.0,60848.0,58847.0,61522.0,"hypothetical protein, conserved"
322,Tb927.9.5150,121730.0,136160.0,130050.0,170650.0,167230.0,173100.0,"ribosomal protein S6, putative"
323,Tb11.0840,303650.0,339320.0,311580.0,343260.0,345910.0,343500.0,hypothetical protein
324,Tb927.8.2080,173860.0,193530.0,179890.0,313800.0,312290.0,291970.0,"Fungal tRNA ligase phosphodiesterase domain containing protein, putative"
325,Tb927.8.6520,144560.0,167250.0,157090.0,170360.0,177790.0,169130.0,"hypothetical protein, conserved"
326,Tb927.11.16430,15189.0,19643.0,17869.0,16192.0,16750.0,17336.0,18 kDa ER-associated protein
327,Tb927.10.6120,78185.0,96714.0,80197.0,97053.0,96534.0,94533.0,"Peptidase M76 family, putative"
328,Tb927.10.10300,8492.7,7840.4,8122.4,8581.5,8631.6,8813.3,"hypothetical protein, conserved"
329,Tb927.2.6090,1106700.0,1268300.0,1118400.0,1217700.0,1159900.0,1160800.0,60S ribosomal protein L44
330,Tb927.10.11950,115040.0,126480.0,116380.0,120880.0,122820.0,125800.0,"hypothetical protein, conserved"
331,Tb927.6.2350,77663.0,91995.0,89102.0,91800.0,96219.0,95356.0,"50S ribosome-binding GTPase, putative"
332,Tb927.6.2070,25148.0,25325.0,25832.0,29978.0,27870.0,31010.0,Mitoribosomal SSU assembly factor 28
333,Tb927.2.3610,80667.0,83773.0,85198.0,87414.0,89042.0,81921.0,"Mitochondrial ATP synthase subunit, putative"
334,Tb927.10.5830,224780.0,257670.0,240810.0,310830.0,321240.0,298020.0,"hypothetical protein, conserved"
335,Tb927.11.10460,15201.0,18112.0,20270.0,16870.0,19271.0,19569.0,dna replication complex gins protein psf2
336,Tb927.11.11870,39926.0,45001.0,43137.0,38835.0,33203.0,40063.0,Mitoribosomal SSU assembly factor 23
337,Tb927.10.12710,2996800.0,3328300.0,2991700.0,3244000.0,3146900.0,3148200.0,"heat shock protein 110, putative"
338,Tb927.5.3700,60933.0,66288.0,62075.0,66800.0,66306.0,62698.0,"hypothetical protein, conserved"
339,Tb927.5.450,112110.0,132560.0,124970.0,119230.0,119780.0,116180.0,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
340,Tb927.10.8030,439100.0,503770.0,447510.0,586010.0,562350.0,558900.0,Mitochondrial ATP synthase subunit 5
341,Tb927.9.3410,72839.0,76646.0,73937.0,75570.0,74371.0,79601.0,"hypothetical protein, conserved"
342,Tb927.11.16610,422820.0,487060.0,433000.0,474370.0,459790.0,461470.0,"zinc-finger of a C2HC-type, putative"
343,Tb927.7.3050,334580.0,389060.0,359610.0,422260.0,417060.0,413570.0,"Mitochondrial SSU ribosomal protein, putative"
344,Tb927.11.580,35291.0,42305.0,37213.0,37319.0,37452.0,37294.0,"lipid-like atypical dual specificity phosphatase, putative"
345,Tb927.11.2530,233580.0,300130.0,256560.0,270050.0,249660.0,279580.0,"Mitochondrial SSU ribosomal protein, putative"
346,Tb927.3.3410,551670.0,638170.0,585560.0,527200.0,524530.0,517900.0,"aspartyl aminopeptidase, putative"
347,Tb927.7.880,137370.0,156080.0,146600.0,148780.0,146550.0,152410.0,"RNA-binding protein, putative"
348,Tb927.11.7050,68758.0,77295.0,76745.0,150110.0,152570.0,149670.0,"PA domain containing protein, putative"
349,Tb11.02.5070b,107030.0,119880.0,107050.0,122470.0,122750.0,120470.0,"hypothetical protein, conserved"
350,Tb927.10.6130,32393.0,35561.0,36373.0,52064.0,56106.0,53810.0,"hypothetical protein, conserved"
351,Tb927.11.5060,178110.0,209830.0,190710.0,240130.0,236160.0,232350.0,Mitoribosomal SSU assembly factor 1
352,Tb927.8.6420,2058.8,2686.2,2116.2,2430.5,2304.3,2194.9,beta-ketoacyl-ACP reductase 2
353,Tb927.2.2540,45733.0,53318.0,52360.0,80139.0,83838.0,79543.0,"Ribosome biogenesis protein SLX9, putative"
354,Tb927.10.1590,440560.0,494810.0,431110.0,463070.0,449390.0,452480.0,"ribosomal protein L36, putative"
355,Tb927.7.3120,193130.0,216600.0,196650.0,239300.0,235400.0,238560.0,small nuclear ribonucleoprotein SmD1
356,Tb927.4.3480,101370.0,116480.0,108210.0,80190.0,81219.0,82012.0,hypothetical protein
357,Tb927.3.2670,311780.0,350980.0,323080.0,430470.0,402420.0,423370.0,"hypothetical protein, conserved"
358,Tb927.7.1000,262470.0,293170.0,272290.0,261290.0,264090.0,269780.0,ATP-dependent DNA helicase-like PIF8
359,Tb927.5.2000,92156.0,119730.0,100830.0,98274.0,95986.0,101700.0,hypothetical protein
360,Tb927.10.1770,29110.0,34745.0,32495.0,64855.0,70511.0,69750.0,hypothetical protein
361,Tb927.11.15850,106510.0,121550.0,116210.0,122630.0,118950.0,122320.0,kinteoplast poly(A) polymerase complex 1 subunit
362,Tb927.8.1170,195150.0,220340.0,202320.0,297850.0,304710.0,296690.0,eukaryotic translation initiation factor 3 subunit h
363,Tb927.4.4040,393950.0,458110.0,419150.0,437510.0,426180.0,413760.0,"hypothetical protein, conserved"
364,Tb927.10.8110,173850.0,195780.0,173760.0,184190.0,184200.0,176330.0,"Protein of unknown function (DUF2453), putative"
365,Tb927.10.1090,340570.0,382700.0,351340.0,369900.0,347390.0,365720.0,"40S ribosomal protein S23, putative"
366,Tb927.10.6780,445130.0,501510.0,466850.0,440920.0,448100.0,429720.0,"vacuolar protein sorting-associated protein 45, putative"
367,Tb927.8.2310,224190.0,251450.0,232830.0,237380.0,222590.0,233640.0,"(H+)-ATPase G subunit, putative"
368,Tb927.1.3030,201450.0,233520.0,219090.0,299640.0,296920.0,291510.0,KREL2
369,Tb927.11.8800,154270.0,173270.0,166920.0,146780.0,144240.0,144580.0,"hypothetical protein, conserved"
370,Tb927.11.8700,228900.0,237780.0,231720.0,264510.0,256730.0,258470.0,"hypothetical protein, conserved"
371,Tb927.8.4950,10590.0,10903.0,10342.0,8896.1,9190.3,10310.0,Kinesin Localized to the Ingressing Furrow
372,Tb927.8.2680,57434.0,59939.0,65826.0,39749.0,39234.0,43038.0,"hypothetical protein, conserved"
373,Tb927.7.4710,18714.0,23039.0,21645.0,28604.0,28316.0,29039.0,Mitochondrial ribosomal protein L46
374,Tb927.3.1760,90473.0,108820.0,95764.0,135950.0,135960.0,143950.0,"chaperone protein DnaJ, putative"
375,Tb927.8.3260,43249.0,47491.0,44581.0,60462.0,60850.0,58540.0,"YceI-like domain containing protein, putative"
376,Tb927.3.2030,176500.0,202820.0,178750.0,158960.0,153700.0,159120.0,"acylphosphatase, putative"
377,Tb927.4.1080,1359800.0,1529700.0,1412000.0,1464900.0,1418400.0,1471800.0,"V-type ATPase, A subunit, putative"
378,Tb927.4.2620,7456.9,10186.0,10018.0,22208.0,22043.0,21141.0,"hypothetical protein, conserved"
379,Tb927.11.3670,122180.0,123500.0,121150.0,130270.0,128520.0,131370.0,Mitoribosomal SSU assembly factor 16
380,Tb927.10.3250,46200.0,53357.0,46657.0,44159.0,43959.0,45131.0,"Mitochondrial SSU ribosomal protein, putative"
381,Tb927.3.2960,740190.0,855770.0,762520.0,703190.0,688300.0,688720.0,inosine-adenosine-guanosine-nucleosidehydrolase
382,Tb927.11.480,41577.0,47580.0,45877.0,52963.0,53087.0,55055.0,"small GTP-binding protein domain containing protein, putative"
383,Tb927.11.2560,35989.0,47965.0,42312.0,34840.0,35555.0,35931.0,"hypothetical protein, conserved"
384,Tb927.9.7190,114030.0,123730.0,119600.0,131070.0,127200.0,130560.0,"Trans-2-enoyl-ACP reductase 1, putative"
385,Tb927.10.3740,25079.0,28888.0,29522.0,32548.0,33930.0,34615.0,"hypothetical protein, conserved"
386,Tb927.5.3550,36135.0,40411.0,39113.0,42673.0,45541.0,45005.0,"hypothetical protein, conserved"
387,Tb927.11.8165,75927.0,82996.0,80619.0,85828.0,84040.0,83076.0,hypothetical protein
388,Tb927.1.4400,20233.0,21134.0,22003.0,25100.0,23673.0,26028.0,"hypothetical protein, conserved"
389,Tb927.11.1100,12592.0,12087.0,12047.0,8778.4,10491.0,10657.0,"cysteine peptidase, Clan CA, family C2, putative"
390,Tb927.3.2300,142620.0,152680.0,150440.0,158360.0,160250.0,155170.0,"DNL zinc finger, putative"
391,Tb927.3.1730,78679.0,94574.0,81508.0,100190.0,96248.0,100150.0,"hypothetical protein, conserved"
392,Tb927.5.680,24223.0,26435.0,23708.0,30956.0,31937.0,30911.0,"hypothetical protein, conserved"
393,Tb927.8.5380,199500.0,232380.0,212570.0,226930.0,226780.0,225710.0,"ubiquitin fold modifier protein, putative"
394,Tb927.10.7820,73241.0,79391.0,72765.0,74606.0,68294.0,72874.0,"hypothetical protein, conserved"
395,Tb927.9.8680,116230.0,125790.0,116880.0,155520.0,162270.0,151710.0,"cytochrome c oxidase assembly factor, putative"
396,Tb927.10.10280,582640.0,662690.0,639910.0,1406800.0,1373100.0,1336700.0,Microtubule-associated repetitive protein 2
397,Tb927.10.3610,6013.5,7454.6,5829.3,6573.1,5989.6,5584.0,"hypothetical protein, conserved"
398,Tb927.7.2200,146200.0,156050.0,147210.0,161430.0,164110.0,163660.0,mitochondrial import inner membrane translocase subunit tim9
399,Tb927.7.2120,229590.0,254050.0,240670.0,273990.0,280200.0,280570.0,"hypothetical protein, conserved"
400,Tb927.11.11330,7027600.0,8129400.0,7388800.0,7577100.0,7545800.0,7659200.0,heat shock protein 70
401,Tb927.11.15020,205760.0,267990.0,219780.0,234360.0,242190.0,235270.0,iron superoxide dismutase
402,Tb927.1.1580,56461.0,65594.0,59905.0,84773.0,86215.0,84413.0,"electron transport protein SCO1/2, putative"
403,Tb927.9.12040,301580.0,348370.0,311240.0,271680.0,275560.0,266790.0,cap-specific 2-O-methyltransferase
404,Tb927.6.2300,14677.0,15364.0,15786.0,14669.0,15301.0,14272.0,"adenosine kinase, putative"
405,Tb927.10.11300,887050.0,996890.0,939110.0,934750.0,923740.0,935990.0,"paraflagellar rod component, putative"
406,Tb927.4.1860,703500.0,793340.0,714950.0,755450.0,749620.0,748750.0,"ribosomal protein S19, putative"
407,Tb927.11.8890,20133.0,24518.0,20936.0,32001.0,30764.0,31925.0,"DNA-dependent RNA polymerases, putative"
408,Tb927.6.1810,60618.0,73073.0,71460.0,52443.0,50782.0,52392.0,"Alpha/beta hydrolase family, putative"
409,Tb927.7.3510,109140.0,121190.0,111950.0,117500.0,110300.0,110150.0,Mitoribosomal LSU assembly factor 21
410,Tb927.7.7440,145120.0,157220.0,147630.0,149690.0,150460.0,150750.0,"hypothetical protein, conserved"
411,Tb927.8.1740,350610.0,411080.0,386760.0,637550.0,645190.0,623330.0,Mitochondrial import inner membrane translocase subunit TIM62
412,Tb927.9.8710,33282.0,36850.0,30670.0,39047.0,36458.0,39995.0,Cardiolipin-dependent protein 19kDa
